Наименование склада,,
"Универсам ""Народный Магазин №02""",,
"Универсам ""Народный Магазин №03""",,
"Универсам ""Народный Магазин №04""",,
"Универсам ""Спар №05""",,
"Универсам ""Спар №06""",,
"Универсам ""Спар №07""",,
"Универсам ""Народный Магазин №08""",,
"Универсам ""Семья №10""",,
"Универсам ""Семья №11""",,
"Универсам ""Спар №12""",,
"Универсам ""Народный Магазин №13""",,
"Универсам ""Спар №15""",,
"Универсам ""Спар №18""",,
"Универсам ""Семья №19""",,
"Универсам ""Спар №20""",,
"Универсам ""Спар №21""",,
"Универсам ""Народный Магазин №22""",,
"Универсам ""Семья №23""",,
"Универсам ""Семья №24""",,
"Универсам ""Народный Магазин №25""",,
"Универсам ""Народный Магазин №27""",,
"Универсам ""Народный Магазин №29""",,
"Универсам ""Народный Магазин №31""",,
"Универсам ""Спар №34""",,
"Универсам ""Спар №36""",,
"Универсам ""Спар №37""",,
"Универсам ""Спар №38""",,
"Универсам ""Спар №39""",,
"Универсам ""Спар №40""",,
"Универсам ""Спар №41""",,
"Универсам ""Спар №42""",,
"Универсам ""Семья №43""",,
"Универсам ""Спар №44""",,
"Универсам ""Спар №45""",,
"Универсам ""Спар №46""",,
"Универсам ""Спар №47""",,
"Универсам ""Спар №48""",,
"Универсам ""Спар №49""",,
"Универсам ""Спар №50""",,
"Универсам ""Спар №51""",,
"Универсам ""Спар №52""",,
"Универсам ""Спар №53""",,
"Универсам ""Спар №54""",,
"Универсам ""Спар №56""",,
"Универсам ""Спар №57""",,
"Универсам ""Спар №60""",,
"Универсам ""Спар №61""",,
"Универсам ""Спар №62""",,
"Универсам ""Спар №63""",,
"Универсам ""Спар №64""",,
"Универсам ""Спар №65""",,
"Универсам ""Спар №66""",,
"Универсам ""Спар №67""",,
"Универсам ""Спар №68""",,
"Универсам ""Спар №69""",,
"Универсам ""Спар №70""",,
"Универсам ""Спар №71"" ",,
"Универсам ""Спар №72"" ",,
"Универсам ""Спар №73"" ",,
"Универсам ""Спар №74"" ",,
"Универсам ""Спар №75"" ",,
"Универсам ""Спар №76"" ",,
"Универсам ""Спар №78"" ",,
"Универсам ""Спар №80""",,
"Универсам ""Спар №81"" ",,
"Универсам ""Спар №82"" ",,
"Универсам ""Спар №84""",,
"Универсам ""Семья №85"" ",,
"Универсам ""Семья №88"" ",,
"Универсам ""Спар №89"" ",,
"Универсам ""Спар №90"" ",,
"Универсам ""Спар №92""",,
"Универсам ""Спар №93""",,
"Универсам ""Спар №94"" ",,
"Универсам ""Спар №95""",,
"Универсам ""Спар №96""",,
"Универсам ""Спар №97"" ",,
"Универсам ""Спар №98"" ",,
"Универсам ""Спар №99"" ",,
"Универсам ""Спар №100""",,
"Универсам ""Спар №101""",,
"Универсам ""Спар №102""",,
"Универсам ""Народный Магазин №104""",,
"Универсам ""Народный Магазин №105""",,
"Универсам ""Спар №107""",,
"Универсам ""Народный Магазин №109""",,
"Универсам ""Спар №110""",,
"Универсам ""Спар №112""",,
"Универсам ""Народный Магазин №113""",,
"Универсам ""Спар №114""",,
"Универсам ""Спар №115""",,
"Универсам ""Спар №116""",,
"Универсам ""Спар №117""",,
"Универсам ""Народный Магазин №118""",,
"Универсам ""Спар №119""",,
"Универсам ""Спар №121""",,
"Универсам ""Спар №122""",,
"Универсам ""Спар №124""",,
"Универсам ""Спар №125""",,
"Универсам ""Спар №126""",,
"Универсам ""Спар №127""",,
"Универсам ""Спар №128""",,
